fid,year2,year,aggplot_id,site,date,VOLUME,rededge,BGI2,blue,HI,TVI,RGBVI,GR,IHS,GLI,GNDVI,nir,red,green,NGBDI,NDVI,HUE,NDRE,SI,SCI,MGRVI,RVI,DVI,GRVI,NGRDI,BI,GLA,VARI,CIG,CIRE,PSRI,CVI,EXG,BGI,EVI,LAI,CCgrs,CCgrswd
5,2023,2023,522,Millville,05-03-2023,0.0488383546471596,0.00236241333186626,0.624195456504822,9.0313289547339e-4,1.98918628692627,0.0642579793930054,0.148187950253487,1.18259751796722,0.00134779792279005,0.0492367967963219,0.344785779714584,0.00315664778463542,0.00170693185646087,0.00144063215702772,0.231378898024559,0.266725987195969,3.87951679670095e-8,0.119694747030735,0.304180711507797,0.304180711507797,-0.166158363223076,1.72749328613281,6.3954206416383e-4,-0.0836606621742249,-0.0836606621742249,0.00138781452551484,0.0492367967963219,-0.117930553853512,1.05243682861328,0.271939188241959,0.11348769068718,2.41148829460144,2.863212430384e-4,0.624195456504822,0.0031079885084182,0.25,50.67,50.67
5,2023,2023,522,Millville,05-11-2023,0.046258021146059,0.00226269033737481,0.59680038690567,7.8342464985325e-4,1.44172763824463,0.0944942906498909,0.212145432829857,1.08956813812256,0.00117944227531552,0.0844989195466042,0.401644319295883,0.00326366093941033,0.00143268122337759,0.0013182635884732,0.252504706382751,0.365791916847229,1.45832776965449e-8,0.162444025278091,0.290853977203369,0.290853977203369,-0.0855716466903687,2.15353918075562,8.6409575305879e-4,-0.0428644381463528,-0.0428644381463528,0.00121515057981014,0.0844989195466042,-0.0597091428935528,1.34249353408813,0.387900114059448,0.0528435222804546,2.48479700088501,4.0651595918461e-4,0.59680038690567,0.00411717919632792,0.25,50.67,50.67
5,2023,2023,522,Millville,06-05-2023,0.0529770068824291,0.00205255229957402,0.541301846504211,6.0248118825256e-4,0.832465589046478,0.142086014151573,0.317547231912613,0.960757255554199,9.3192630447447e-4,0.142881691455841,0.509505093097687,0.00357546890154481,0.00106877752114087,0.00112706632353365,0.297604322433472,0.526948630809784,-4.13643119756557e-9,0.262194991111755,0.280546516180038,0.280546516180038,0.0400120951235294,3.22787094116211,0.00141379528213292,0.0200140606611967,0.0200140606611967,9.6227379981428e-4,0.142881691455841,0.0275864358991385,2.07751417160034,0.710743308067322,-0.0213463045656681,2.80751895904541,5.4170045768842e-4,0.541301846504211,0.00582745345309377,0.25,50.67,50.67
5,2023,2023,522,Millville,06-21-2023,0.0574959628283978,0.0014817948685959,0.585000693798065,4.2093324009329e-4,0.969506621360779,0.0937693864107132,0.265505343675613,0.993640124797821,6.2186375726014e-4,0.117782570421696,0.517903387546539,0.00249193864874542,7.1194843621924e-4,7.3637667810544e-4,0.261829107999802,0.523622870445251,-2.87281337607581e-10,0.227880001068115,0.257733047008514,0.257733047008514,0.00638005277141929,3.19835424423218,8.4752449765801e-4,0.00319005874916911,0.00319005874916911,6.3813017914071e-4,0.117782570421696,0.00455788848921657,2.14854598045349,0.590270936489105,-0.00318347453139722,2.94913172721863,3.0157380388118e-4,0.585000693798065,0.00390807818621397,0.25,50.67,50.67
5,2023,2023,522,Millville,07-06-2023,0.0736061707139015,0.00125396309886128,0.573928236961365,3.5386302624829e-4,1.12239372730255,0.0964076668024063,0.260734617710114,1.0263215303421,5.3101585945114e-4,0.111689329147339,0.573946714401245,0.00231348187662661,6.1908719362691e-4,6.2265212181955e-4,0.270705997943878,0.569451153278351,7.96124610680238e-10,0.297522336244583,0.286393404006958,0.286393404006958,-0.0259752068668604,3.64523434638977,0.00103016942739487,-0.0129897948354483,-0.0129897948354483,5.4671155521646e-4,0.111689329147339,-0.0181125849485397,2.69424843788147,0.847065627574921,0.0128573887050152,3.67907118797302,2.3516404326073e-4,0.573928236961365,0.00403265655040741,0.25,50.67,50.67
5,2023,2023,522,Millville,07-26-2023,0.0284639596939087,0.00224608974531293,0.639284133911133,8.2292594015598e-4,2.93991875648499,0.0445270128548145,0.0737680122256279,1.34709525108337,0.00127900543157011,0.00272869947366416,0.367907106876373,0.00280110538005829,0.00172858452424407,0.0012838919647038,0.22004471719265,0.231438413262367,6.36657517816275e-8,0.109095543622971,0.354525536298752,0.354525536298752,-0.28943607211113,1.60226380825043,5.3957343334332e-4,-0.147882908582687,-0.147882908582687,0.00133182655554265,0.00272869947366416,-0.203688845038414,1.16409194469452,0.244909629225731,0.20001357793808,2.90956544876099,1.3896509699407e-5,0.639284133911133,0.0025794617831707,0.25,50.67,50.67
5,2023,2023,522,Millville,07-27-2023,0.0266955718398094,0.00234305486083031,0.643672943115234,8.857597131282e-4,3.0683870315551798,0.0381712391972542,0.0632675141096115,1.36684250831604,0.00137952365912497,-0.00300645502284169,0.353369861841202,0.00286977807991207,0.0018817069940269,0.00136817083694041,0.216787055134773,0.205730870366096,7.83105420509855e-8,0.101042173802853,0.359692007303238,0.359692007303238,-0.302712768316269,1.51803815364838,5.2566739032045e-4,-0.1549923568964,-0.1549923568964,0.00143688812386245,-0.00300645502284169,-0.213071271777153,1.09295833110809,0.224798485636711,0.214980065822601,2.8805456161499,-1.6584368495387e-5,0.643672943115234,0.00242583453655243,0.25,50.67,50.67
5,2023,2023,522,Millville,09-26-2023,0.0556669123470783,0.00216646329499781,0.652020692825317,8.086118614301e-4,2.51014161109924,0.0559551827609539,0.0960293412208557,1.25760495662689,0.00120229087769985,0.021526861935854,0.37653461098671,0.00299654481932521,0.00155906472355127,0.00124516163486987,0.210638582706451,0.272668153047562,4.03152853323263e-8,0.134730219841003,0.313362151384354,0.313362151384354,-0.225277811288834,1.74977648258209,6.9198064738884e-4,-0.114105463027954,-0.114105463027954,0.00124108942691237,0.021526861935854,-0.161221504211426,1.2078765630722,0.31141784787178,0.151683017611504,2.77694630622864,1.050267892424e-4,0.652020692825317,0.00296485074795783,0.25,50.67,50.67
5,2023,2023,522,Millville,10-30-2023,0.0961108580231667,0.0018733903998509,0.649847507476807,5.3827610099688e-4,1.16566145420074,0.0901267006993294,0.18489433825016,1.02737617492676,7.7142694499343e-4,0.0803686678409576,0.527681350708008,0.00274838786572218,8.6075975559651e-4,8.922642446123e-4,0.212233275175095,0.521834015846252,5.88108450827463e-10,0.209249973297119,0.227154240012169,0.227154240012169,-0.0270015858113766,3.18264818191528,7.7964842785149e-4,-0.0135032553225756,-0.0135032553225756,7.9608074156567e-4,0.0803686678409576,-0.0201869066804647,2.23442935943604,0.529244303703308,0.0126773631200194,3.25217437744141,2.2583857935387e-4,0.649847507476807,0.00393841834738851,0.25,50.67,50.67
5,2023,2023,522,Millville,11-17-2023,0.0914337411522865,0.00146902340929955,0.619458794593811,3.7179409991949e-4,1.69536375999451,0.0772713422775269,0.159156903624535,1.11841511726379,5.7218765141442e-4,0.0593800023198128,0.579738914966583,0.00220414577051997,6.8435765570029e-4,6.3238653820008e-4,0.234980463981628,0.536977291107178,1.7522726603047501e-9,0.228794023394585,0.290009707212448,0.290009707212448,-0.111447639763355,3.31944227218628,7.1498815668746e-4,-0.0558979362249374,-0.0558979362249374,5.9346522903069e-4,0.0593800023198128,-0.0817202851176262,2.75894641876221,0.593340873718262,0.0500727295875549,4.1744327545166,1.1278939928161e-4,0.619458794593811,0.00341158732771873,0.25,50.67,50.67
6,2022,2022,523,Millville,06-10-2022,0.0159522965550423,0.00190675328485668,0.704303979873657,9.5106731168925e-4,2.46951532363892,0.0249446090310812,0.07672169059515,1.21625423431396,0.00131547870114446,0.0199705846607685,0.25191393494606,0.00231382111087441,0.00164111203048378,0.00135094777215272,0.17349961400032,0.156425833702087,3.84737930403389e-8,0.0925377607345581,0.265658378601074,0.265658378601074,-0.193312287330627,1.37086451053619,3.8193436921574e-4,-0.0975764244794846,-0.0975764244794846,0.00134523492306471,0.0199705846607685,-0.143158599734306,0.673489153385162,0.203948438167572,0.155042305588722,2.04774618148804,1.0596454376354e-4,0.704303979873657,0.00153119908645749,0.27,20,25.33
6,2022,2022,523,Millville,07-08-2022,0.0220509339123964,0.00173023401293904,0.698665499687195,7.7887583756819e-4,2.1939160823822,0.0395504981279373,0.0960662290453911,1.17633700370789,0.00106538506224751,0.0310774631798267,0.304667115211487,0.00218016072176397,0.00130742019973695,0.0011112003121525,0.177394837141037,0.229650646448135,2.18406519536529e-8,0.103404596447945,0.248371601104736,0.248371601104736,-0.160992413759232,1.59622466564178,4.0026288479566e-4,-0.081024669110775,-0.081024669110775,0.00108777033165097,0.0310774631798267,-0.119914196431637,0.87632018327713,0.230660557746887,0.118759728968143,2.1705656051635702,1.4253101835493e-4,0.698665499687195,0.001985521055758,0.27,20,25.33
6,2022,2022,523,Millville,07-19-2022,0.0275006201118231,0.00189627904910594,0.669288694858551,8.3309668116271e-4,2.1240029335022,0.0542096123099327,0.113757997751236,1.18081820011139,0.00118686212226748,0.0370028018951416,0.340175658464432,0.00261109229177237,0.00148001231718808,0.0012477298732847,0.198115080595016,0.26279690861702,2.84439423126059e-8,0.151772186160088,0.26962485909462,0.26962485909462,-0.164693787693977,1.71295666694641,6.7148637026548e-4,-0.0829129964113235,-0.0829129964113235,0.00121706910431385,0.0370028018951416,-0.120301052927971,1.03110980987549,0.357857137918472,0.124673433601856,2.3326473236084,1.8496737175155e-4,0.669288694858551,0.00263583939522505,0.27,20,25.33
6,2022,2022,523,Millville,08-09-2022,0.0350785739719868,0.00186547264456749,0.681097507476807,8.1291917013004e-4,2.39211630821228,0.0417501963675022,0.0889566764235497,1.2155989408493,0.00115116219967604,0.0240915231406689,0.329185873270035,0.00244854856282473,0.00144804816227406,0.00120388704817742,0.189698994159698,0.23533408343792,3.20311279722318e-8,0.128161251544952,0.276511698961258,0.276511698961258,-0.192793518304825,1.61552131175995,5.3246691823005e-4,-0.0973095521330833,-0.0973095521330833,0.00118140992708504,0.0240915231406689,-0.141418352723122,0.981451869010925,0.294002175331116,0.145802199840546,2.33396506309509,1.2108311784686e-4,0.681097507476807,0.00219180062413216,0.27,20,25.33
6,2022,2022,523,Millville,08-29-2022,0.00905062258243561,0.00200668699108064,0.69272243976593,8.9522928465157e-4,2.31597805023193,0.0429848954081535,0.0907682776451111,1.19754981994629,0.0012417824473232,0.0266757868230343,0.31705641746521,0.00256459508091211,0.00153967109508812,0.00129643711261451,0.181528598070145,0.229630380868912,3.22682076614456e-8,0.114933989942074,0.262650609016418,0.262650609016418,-0.1783497184515,1.59615635871887,5.0117680802941e-4,-0.0898955017328262,-0.0898955017328262,0.00127067975699902,0.0266757868230343,-0.13201315701007801,0.928499579429626,0.25971844792366,0.132528245449066,2.28840065002441,1.4109439507592e-4,0.69272243976593,0.00225058291107416,0.27,20,25.33
6,2022,2022,523,Millville,09-09-2022,0.00463342154398561,0.00207882164977491,0.677503764629364,8.6815998656675e-4,2.20500922203064,0.0564473047852516,0.104779087007046,1.19259142875671,0.00122096051927656,0.032756756991148,0.349431157112122,0.00268855644389987,0.0015141514595598,0.0012846514582634,0.192247703671455,0.271093845367432,3.07702556767708e-8,0.127058014273643,0.273175239562988,0.273175239562988,-0.174329653382301,1.74383747577667,5.8777641970664e-4,-0.0878373384475708,-0.0878373384475708,0.00125231535639614,0.032756756991148,-0.127596482634544,1.07423269748688,0.291102975606918,0.122286602854729,2.41762208938599,1.680922723608e-4,0.677503764629364,0.00274929474107921,0.27,20,25.33
6,2022,2022,523,Millville,09-26-2022,0.017626978456974,0.00225388747639954,0.688145756721497,0.00101577641908079,2.08513951301575,0.0510734766721725,0.108113206923008,1.16826272010803,0.00139944045804441,0.0368004329502583,0.310890823602676,0.00295734009705484,0.0017099198885262,0.00146960106212646,0.184731811285019,0.236122965812683,3.40044543634122e-8,0.118624940514565,0.254361242055893,0.254361242055893,-0.154276102781296,1.61822247505188,5.702074849978e-4,-0.0776025876402855,-0.0776025876402855,0.00142808677628636,0.0368004329502583,-0.113726504147053,0.902297675609589,0.26918151974678,0.1132478043437,2.22676515579224,2.1422156714834e-4,0.688145756721497,0.00255879131145775,0.27,20,25.33
6,2023,2023,523,Millville,05-03-2023,0.051686953753233,0.00243778433650732,0.636509597301483,9.9015142768621e-4,2.26863193511963,0.0476441420614719,0.121205896139145,1.22940015792847,0.00148318486753851,0.0342560075223446,0.311207085847855,0.00301714637316763,0.00191073212772608,0.0015498724533245,0.222113206982613,0.212011605501175,5.88760222797191e-8,0.0982212275266647,0.315158933401108,0.315158933401108,-0.203639224171638,1.53810846805573,5.3436087910085e-4,-0.102897673845291,-0.102897673845291,0.00153125543147326,0.0342560075223446,-0.144181802868843,0.903630256652832,0.217838868498802,0.147855460643768,2.35201597213745,2.1268491400405e-4,0.636509597301483,0.00259902700781822,0.04,9.33,9.33
6,2023,2023,523,Millville,05-11-2023,0.0446035303175449,0.00246821297332644,0.634067416191101,9.9376589059829e-4,2.25718975067139,0.0531020052731037,0.122623890638351,1.22703516483307,0.00149448635056615,0.0349362380802631,0.323140621185303,0.00311609730124474,0.00192705902736634,0.00156332808546722,0.223939716815948,0.225992739200592,5.93934714743227e-8,0.106483727693558,0.314592093229294,0.314592093229294,-0.201792851090431,1.58395504951477,5.8633112348616e-4,-0.101945020258427,-0.101945020258427,0.00154334947001189,0.0349362380802631,-0.142919063568115,0.95482349395752,0.238347589969635,0.145549640059471,2.38336730003357,2.2144656395539e-4,0.634067416191101,0.00281597045250237,0.04,9.33,9.33
6,2023,2023,523,Millville,06-05-2023,0.0242438893765211,0.00250988896004856,0.615260779857635,9.7812747117131e-4,2.19735980033875,0.0670595020055771,0.137086942791939,1.22747850418091,0.00150913535617292,0.0397533290088177,0.355906158685684,0.0034220099914819,0.00196021003648639,0.00158983049914241,0.238190174102783,0.259284138679504,6.25330116577061e-8,0.144790142774582,0.324969053268433,0.324969053268433,-0.202139362692833,1.70009064674377,8.4294867701828e-4,-0.102123767137527,-0.102123767137527,0.00156207440886647,0.0397533290088177,-0.141564041376114,1.10513758659363,0.338607251644135,0.14749650657177,2.54304957389832,2.5380341685377e-4,0.615260779857635,0.00339149800129235,0.04,9.33,9.33
6,2023,2023,523,Millville,06-21-2023,0.0662924498319626,0.00203899689950049,0.654660940170288,7.6679186895489e-4,2.39399123191833,0.0508162043988705,0.103296935558319,1.23899853229523,0.00113458593841642,0.0266589783132076,0.366873949766159,0.00263075949624181,0.0014619039138779,0.00117808918002993,0.208706840872765,0.268917292356491,3.36491652319637e-8,0.114285416901112,0.30405867099762,0.30405867099762,-0.21108190715313,1.73566854000092,5.12188707944e-4,-0.106743507087231,-0.106743507087231,0.0011717735324055,0.0266589783132076,-0.151161700487137,1.15892863273621,0.258063763380051,0.14080536365509,2.62827515602112,1.1969559272984e-4,0.654660940170288,0.00260250992141664,0.04,9.33,9.33
6,2023,2023,523,Millville,07-06-2023,0.0714351236820221,0.00138841907028109,0.62948614358902,4.7961139352992e-4,2.12804985046387,0.060444638133049,0.134454235434532,1.20717287063599,7.1855698479339e-4,0.0418307408690453,0.455912292003632,0.00216863839887083,9.1114966198802e-4,7.7558407792821e-4,0.22738079726696,0.377876371145248,1.17678427002943e-8,0.209599152207375,0.311244279146194,0.311244279146194,-0.18608745932579,2.21479511260986,7.0511293597519e-4,-0.0938634797930717,-0.0938634797930717,7.4128445703536e-4,0.0418307408690453,-0.131730377674103,1.67587780952454,0.530361652374268,0.118977107107639,3.19606852531433,1.2548419181257e-4,0.62948614358902,0.00278799957595766,0.04,9.33,9.33
6,2023,2023,523,Millville,07-26-2023,0.014313193038106,0.00247062952257693,0.666387319564819,0.00102109811268747,3.060711145401,0.0283818431198597,0.0551562942564487,1.34414196014404,0.00154048670083284,-0.00255231163464487,0.307620525360107,0.00292582390829921,0.00206716381944716,0.00153349991887808,0.20020118355751,0.166728213429451,9.0413884379358907e-08,0.0830156207084656,0.337349623441696,0.337349623441696,-0.287423878908157,1.40017735958099,4.4273072853684e-4,-0.146809354424477,-0.146809354424477,0.00159870542120188,-0.00255231163464487,-0.205224394798279,0.888589382171631,0.181062236428261,0.214461505413055,2.54840993881226,-1.57783106260467e-5,0.666387319564819,0.00205192645080388,0.04,9.33,9.33
6,2023,2023,523,Millville,07-27-2023,0.0142210945487022,0.0023124092258513,0.667369782924652,9.6678198315203e-4,3.15869283676147,0.0234350450336933,0.0491777956485748,1.36053144931793,0.00146139122080058,-0.00658344011753798,0.304111570119858,0.00273243081755936,0.00197238102555275,0.00144634104799479,0.19949397444725,0.157986059784889,8.43039202891305e-8,0.0810039192438126,0.341481775045395,0.341481775045395,-0.298503041267395,1.37525749206543,4.0527942474e-4,-0.15273317694664,-0.15273317694664,0.00151875056326389,-0.00658344011753798,-0.212749868631363,0.874023914337158,0.176287844777107,0.225605294108391,2.5505094528198202,-3.85421371902339e-5,0.667369782924652,0.00184354593511671,0.04,9.33,9.33
6,2023,2023,523,Millville,09-26-2023,0.0203762464225292,0.00284537859261036,0.65883469581604,0.00116215355228633,2.71248412132263,0.0479220002889633,0.0795837342739105,1.28594768047333,0.00173375895246863,0.0122097441926599,0.32008621096611,0.00359098240733147,0.00227199564687908,0.00176259584259242,0.205665647983551,0.19915746152401,9.60918029591085e-8,0.100341394543648,0.316214799880981,0.316214799880981,-0.246324345469475,1.49736976623535,6.4811873016879e-4,-0.125089332461357,-0.125089332461357,0.00179370411206037,0.0122097441926599,-0.1766756772995,0.941549360752106,0.223065480589867,0.181594908237457,2.49432992935181,8.97624995559454e-5,0.65883469581604,0.00289701786823571,0.04,9.33,9.33
6,2023,2023,523,Millville,10-30-2023,0.0410110354423523,0.0017537948442623,0.663064777851105,5.6615140056237e-4,2.14876842498779,0.0608716011047363,0.111896120011806,1.18414783477783,8.1516010686755e-4,0.0353807397186756,0.460394471883774,0.0023003937676549,9.8610820714384e-4,8.8107452029362e-4,0.202598989009857,0.387788087129593,1.04906572317987e-8,0.156995221972466,0.269629150629044,0.269629150629044,-0.167431935667992,2.26684260368347,5.4854928748682e-4,-0.0843110531568527,-0.0843110531568527,8.3993474254384e-4,0.0353807397186756,-0.121861360967159,1.70641136169434,0.372465789318085,0.093085341155529,3.15138339996338,1.0440147889312e-4,0.663064777851105,0.00285611441358924,0.04,9.33,9.33
6,2023,2023,523,Millville,11-17-2023,0.0594329461455345,0.00115748925600201,0.652185142040253,3.4228488220833e-4,2.38579273223877,0.0451335124671459,0.0983166173100471,1.22913300991058,5.2181089995428e-4,0.0254961531609297,0.519741833209991,0.00166233745403588,6.5069575794041e-4,5.4415798513218e-4,0.210518062114716,0.435761570930481,4.65803928761943e-9,0.199606895446777,0.305168777704239,0.305168777704239,-0.203430935740471,2.54460072517395,4.7357156290672e-4,-0.102790176868439,-0.102790176868439,5.4250378161668e-4,0.0254961531609297,-0.145941287279129,2.16442656517029,0.498772144317627,0.110947795212269,3.81281590461731,4.11408400395885e-5,0.652185142040253,0.0021797614172101,0.04,9.33,9.33
6,2024,2024,523,Millville,06-05-2024,0.0582432188093662,0.00184754200745374,0.635388255119324,7.0229411358013e-4,1.30254149436951,0.0729213505983353,0.196790814399719,1.05379581451416,9.9724810570478e-4,0.0836031883955002,0.377645939588547,0.00260140071623027,0.00117246527224779,0.00111596519127488,0.222951158881187,0.353573024272919,6.14977757606994e-9,0.157614022493362,0.244243815541267,0.244243815541267,-0.0523508228361607,2.0939302444458,6.5904099028557e-4,-0.0261933691799641,-0.0261933691799641,0.00102017482277006,0.0836031883955002,-0.0382305048406124,1.2136048078537,0.37420853972435,0.0333785973489285,2.23299241065979,3.3955258550122e-4,0.635388255119324,0.00313408114016056,0.71,36,56
6,2024,2024,523,Millville,06-25-2024,0.0368090718984604,0.0018995210994035,0.643568813800812,7.2811130667105e-4,1.66033673286438,0.0678858011960983,0.162169024348259,1.11885154247284,0.00104491435922682,0.063313364982605,0.37643238902092,0.00260537047870457,0.00126683432608843,0.00114147982094437,0.216864183545113,0.325303852558136,1.44336764762443e-8,0.147653624415398,0.268705517053604,0.268705517053604,-0.111832976341248,1.9642972946167,6.3344271620735e-4,-0.0560924224555492,-0.0560924224555492,0.00107151584234089,0.063313364982605,-0.0802234709262848,1.20735061168671,0.346463888883591,0.0720398649573326,2.44363284111023,2.713902213145e-4,0.643568813800812,0.00304991169832647,0.71,36,56
